,Player,Week,Opponet ,Win/Loss,Rushing Attempts,Total Rushing Yards,Rushing Touchdowns,Passes Targetted,Passes caught,Total passing yards,Recieving_Touchdowns,Fantasy Points Per Game
0,Tevin Coleman,1,at TB,W 31-17,6,23,0,3,2,33,0,5.6
1, Raheem Mostert,1,at TB,W 31-17,9,40,0,1,1,0,0,4.0
2, Matt Breida,1,at TB,W 31-17,15,37,0,1,0,0,0,3.7
3, Raheem Mostert,2,at CIN,W 41-17,13,83,0,4,3,68,1,21.1
4, Jeff Wilson,2,at CIN,W 41-17,10,34,2,0,0,0,0,15.4
5, Matt Breida,2,at CIN,W 41-17,12,121,0,1,1,11,0,13.2
6, Kyle Juszczyk,2,at CIN,W 41-17,1,6,0,2,1,5,0,1.1
7, Jeff Wilson,3,PIT,W 24-20,8,18,2,1,0,0,0,13.8
8, Matt Breida,3,PIT,W 24-20,14,68,0,3,2,20,0,8.8
9, Raheem Mostert,3,PIT,W 24-20,12,79,0,1,0,0,0,7.9
10, Kyle Juszczyk,3,PIT,W 24-20,0,0,0,3,3,51,0,5.1
11, Matt Breida,5,CLE,W 31-3,11,114,1,3,3,15,1,24.9
12, Tevin Coleman,5,CLE,W 31-3,16,97,1,0,0,0,0,15.7
13, Raheem Mostert,5,CLE,W 31-3,7,34,0,0,0,0,0,3.4
14, Kyle Juszczyk,5,CLE,W 31-3,0,0,0,3,2,20,0,2.0
15, Tevin Coleman,6,at LAR,W 20-7,18,45,1,3,2,16,0,12.1
16, Matt Breida,6,at LAR,W 20-7,13,36,0,4,4,27,0,6.3
17, Raheem Mostert,6,at LAR,W 20-7,4,13,0,0,0,0,0,1.3
18, Tevin Coleman,7,at WAS,W 9-0,20,62,0,2,2,-1,0,6.1
19, Matt Breida,7,at WAS,W 9-0,8,35,0,1,1,1,0,3.6
20, Jeff Wilson,7,at WAS,W 9-0,5,20,0,0,0,0,0,2.0
21, Tevin Coleman,8,CAR,W 51-13,11,105,3,2,2,13,1,35.8
22, Raheem Mostert,8,CAR,W 51-13,9,60,1,0,0,0,0,12.0
23, Matt Breida,8,CAR,W 51-13,11,35,0,1,1,15,0,5.0
24, Jeff Wilson,8,CAR,W 51-13,2,6,0,0,0,0,0,0.6
25, Matt Breida,9,at ARI,W 28-25,15,78,0,2,2,14,0,9.2
26, Tevin Coleman,9,at ARI,W 28-25,12,23,0,4,2,13,0,3.6
27, Jeff Wilson,9,at ARI,W 28-25,0,0,0,1,1,2,0,0.2
28, Raheem Mostert,9,at ARI,W 28-25,1,-2,0,0,0,0,0,-0.2
29, Tevin Coleman,10,SEA,L 24-27,9,40,0,4,4,32,0,7.2
30, Raheem Mostert,10,SEA,L 24-27,6,28,0,1,1,7,0,3.5
31, Matt Breida,10,SEA,L 24-27,10,18,0,2,2,7,0,2.5
32, Kyle Juszczyk,10,SEA,L 24-27,0,0,0,1,0,0,0,0.0
33, Jeff Wilson,11,ARI,W 36-26,0,0,0,1,1,25,1,8.5
34, Kyle Juszczyk,11,ARI,W 36-26,0,0,0,7,7,63,0,6.3
35, Tevin Coleman,11,ARI,W 36-26,12,14,0,4,3,48,0,6.2
36, Raheem Mostert,11,ARI,W 36-26,6,13,0,3,2,14,0,2.7
37, Raheem Mostert,12,GB,W 37-8,6,45,1,3,1,22,0,12.7
38, Tevin Coleman,12,GB,W 37-8,11,39,1,4,2,10,0,10.9
39, Jeff Wilson,12,GB,W 37-8,2,27,0,1,0,0,0,2.7
40, Raheem Mostert,13,at BAL,L 17-20,19,146,1,2,2,8,0,21.4
41, Tevin Coleman,13,at BAL,L 17-20,5,6,0,1,1,9,0,1.5
42, Jeff Wilson,13,at BAL,L 17-20,0,0,0,1,1,7,0,0.7
43, Raheem Mostert,14,at NO,W 48-46,10,69,1,2,2,40,1,22.9
44, Matt Breida,14,at NO,W 48-46,6,54,0,1,1,4,0,5.8
45, Kyle Juszczyk,14,at NO,W 48-46,0,0,0,3,3,22,0,2.2
46, Tevin Coleman,14,at NO,W 48-46,3,6,0,0,0,0,0,0.6
47, Raheem Mostert,15,ATL,L 22-29,14,54,1,2,1,5,0,11.9
48, Kyle Juszczyk,15,ATL,L 22-29,2,1,0,2,2,6,1,6.7
49, Tevin Coleman,15,ATL,L 22-29,4,40,0,1,0,0,0,4.0
50, Matt Breida,15,ATL,L 22-29,4,11,0,2,2,6,0,1.7
51, Raheem Mostert,16,LAR,W 34-31,11,53,1,1,0,0,0,11.3
52, Tevin Coleman,16,LAR,W 34-31,5,33,0,0,0,0,0,3.3
53, Kyle Juszczyk,16,LAR,W 34-31,0,0,0,2,1,23,0,2.3
54, Raheem Mostert,17,at SEA,W 26-21,10,57,2,2,1,16,0,19.3
55, Kyle Juszczyk,17,at SEA,W 26-21,0,0,0,1,1,49,0,4.9
56, Tevin Coleman,17,at SEA,W 26-21,5,11,0,2,1,7,0,1.8
57, Matt Breida,17,at SEA,W 26-21,4,16,0,1,0,0,0,1.6
58, Austin Ekeler,1,IND,W 30-24,12,58,1,7,6,96,2,33.4
59, Justin Jackson,1,IND,W 30-24,6,57,0,3,1,4,0,6.1
60, Derek Watt,1,IND,W 30-24,2,4,0,0,0,0,0,0.4
61, Austin Ekeler,2,at DET,L 10-13,17,66,1,6,6,67,0,19.3
62, Justin Jackson,2,at DET,L 10-13,7,59,0,1,1,5,0,6.4
63, Derek Watt,2,at DET,L 10-13,0,0,0,2,1,3,0,0.3
64, Austin Ekeler,3,HOU,L 20-27,9,36,0,7,7,45,0,8.1
65, Justin Jackson,3,HOU,L 20-27,5,26,0,4,4,4,0,3.0
66, Derek Watt,3,HOU,L 20-27,1,-1,0,0,0,0,0,-0.1
67, Austin Ekeler,4,at MIA,W 30-10,18,60,1,5,5,62,1,24.2
68, Troymaine Pope,4,at MIA,W 30-10,10,20,0,2,2,14,1,9.4
69, Derek Watt,4,at MIA,W 30-10,0,0,0,1,1,21,0,2.1
70, Austin Ekeler,5,DEN,L 13-20,3,7,0,16,15,86,0,9.3
71, Melvin Gordon,5,DEN,L 13-20,12,31,0,6,4,7,0,3.8
72, Derek Watt,5,DEN,L 13-20,0,0,0,1,1,8,0,0.8
73, Melvin Gordon,6,PIT,L 17-24,8,18,0,4,3,30,0,4.8
74, Austin Ekeler,6,PIT,L 17-24,5,14,0,4,3,14,0,2.8
75, Austin Ekeler,7,at TEN,L 20-23,5,7,0,8,7,118,1,18.5
76, Melvin Gordon,7,at TEN,L 20-23,16,32,0,3,2,-3,1,8.9
77, Melvin Gordon,8,at CHI,W 17-16,8,31,1,3,2,3,0,9.4
78, Austin Ekeler,8,at CHI,W 17-16,3,3,0,3,2,19,1,8.2
79, Derek Watt,8,at CHI,W 17-16,1,2,0,0,0,0,0,0.2
80, Melvin Gordon,9,GB,W 26-11,20,80,2,4,3,29,0,22.9
81, Austin Ekeler,9,GB,W 26-11,12,70,0,4,4,23,0,9.3
82, Justin Jackson,9,GB,W 26-11,2,7,0,1,1,7,0,1.4
83, Melvin Gordon,10,at LV,L 24-26,22,108,1,1,1,25,0,19.3
84, Austin Ekeler,10,at LV,L 24-26,6,19,0,2,2,29,1,10.8
85, Derek Watt,10,at LV,L 24-26,1,1,0,1,0,0,0,0.1
86, Austin Ekeler,11,KC,L 17-24,5,24,0,12,8,108,0,13.2
87, Melvin Gordon,11,KC,L 17-24,14,69,0,5,3,21,0,9.0
88, Troymaine Pope,11,KC,L 17-24,0,0,0,1,0,0,0,0.0
89, Austin Ekeler,13,at DEN,L 20-23,9,16,0,5,4,51,1,12.7
90, Melvin Gordon,13,at DEN,L 20-23,20,99,0,3,2,11,0,11.0
91, Troymaine Pope,13,at DEN,L 20-23,0,0,0,0,0,0,0,0.0
92, Austin Ekeler,14,at JAC,W 45-10,8,101,0,5,4,112,1,27.3
93, Melvin Gordon,14,at JAC,W 45-10,12,55,1,5,5,29,0,14.4
94, Derek Watt,14,at JAC,W 45-10,2,4,1,0,0,0,0,6.4
95, Justin Jackson,14,at JAC,W 45-10,3,25,0,0,0,0,0,2.5
96, Austin Ekeler,15,MIN,L 10-39,7,19,0,7,5,62,0,8.1
97, Melvin Gordon,15,MIN,L 10-39,7,28,0,7,5,36,0,6.4
98, Justin Jackson,15,MIN,L 10-39,5,15,0,2,2,2,0,1.7
99, Melvin Gordon,16,LV,L 17-24,9,15,2,7,6,32,0,16.7
100, Austin Ekeler,16,LV,L 17-24,4,11,0,6,5,58,0,6.9
101, Melvin Gordon,17,at KC,L 21-31,14,46,1,7,6,76,0,18.2
102, Austin Ekeler,17,at KC,L 21-31,9,46,0,11,9,43,0,8.9
103, Justin Jackson,17,at KC,L 21-31,1,11,0,0,0,0,0,1.1
104,Dalvin Cook,1,ATL,W 28-12,21,111,2,2,2,9,0,24.0
105, Alexander Mattison,1,ATL,W 28-12,9,49,0,0,0,0,0,4.9
106, Ameer Abdullah,1,ATL,W 28-12,2,8,0,0,0,0,0,0.8
107, Dalvin Cook,2,at GB,L 16-21,20,154,1,3,3,37,0,25.1
108, Alexander Mattison,2,at GB,L 16-21,4,25,0,0,0,0,0,2.5
109, Ameer Abdullah,2,at GB,L 16-21,1,2,0,0,0,0,0,0.2
110, C.J. Ham,2,at GB,L 16-21,0,0,0,2,0,0,0,0.0
111, Dalvin Cook,3,LV,W 34-14,16,110,1,5,4,33,0,20.3
112, Alexander Mattison,3,LV,W 34-14,12,58,1,0,0,0,0,11.8
113, Mike Boone,3,LV,W 34-14,3,28,0,0,0,0,0,2.8
114, Ameer Abdullah,3,LV,W 34-14,0,0,0,1,0,0,0,0.0
115, C.J. Ham,3,LV,W 34-14,0,0,0,2,1,0,0,0.0
116, Dalvin Cook,4,at CHI,L 6-16,14,35,1,8,6,35,0,13.0
117, Ameer Abdullah,4,at CHI,L 6-16,0,0,0,3,2,14,0,1.4
118, Alexander Mattison,4,at CHI,L 6-16,2,5,0,1,1,8,0,1.3
119, C.J. Ham,4,at CHI,L 6-16,0,0,0,4,3,10,0,1.0
120, Dalvin Cook,5,at NYG,W 28-10,21,132,0,6,6,86,0,21.8
121, Alexander Mattison,5,at NYG,W 28-10,7,52,0,0,0,0,0,5.2
122, Ameer Abdullah,5,at NYG,W 28-10,3,24,0,0,0,0,0,2.4
123, C.J. Ham,5,at NYG,W 28-10,0,0,0,1,1,-1,0,-0.1
124, Dalvin Cook,6,PHI,W 38-20,16,41,1,2,2,13,0,11.4
125, Alexander Mattison,6,PHI,W 38-20,14,63,0,0,0,0,0,6.3
126, Dalvin Cook,7,at DET,W 42-30,25,142,2,2,1,7,0,26.9
127, C.J. Ham,7,at DET,W 42-30,1,9,0,1,1,5,1,7.4
128, Alexander Mattison,7,at DET,W 42-30,7,18,0,0,0,0,0,1.8
129, Dalvin Cook,8,WAS,W 19-9,23,98,1,6,5,73,0,23.1
130, Alexander Mattison,8,WAS,W 19-9,13,61,0,2,2,3,0,6.4
131, Dalvin Cook,9,at KC,L 23-26,21,71,0,7,4,45,0,11.6
132, Ameer Abdullah,9,at KC,L 23-26,1,2,0,1,1,16,1,7.8
133, C.J. Ham,9,at KC,L 23-26,0,0,0,4,2,37,0,3.7
134, Alexander Mattison,9,at KC,L 23-26,3,6,0,1,0,0,0,0.6
135, Dalvin Cook,10,at DAL,W 28-24,26,97,1,7,7,86,0,24.3
136, Alexander Mattison,10,at DAL,W 28-24,8,52,0,1,1,2,0,5.4
137, C.J. Ham,10,at DAL,W 28-24,1,-1,0,0,0,0,0,-0.1
138, Dalvin Cook,11,DEN,W 27-23,11,26,1,6,5,31,0,11.7
139, Ameer Abdullah,11,DEN,W 27-23,1,5,0,2,2,11,0,1.6
140, C.J. Ham,11,DEN,W 27-23,1,0,0,1,1,6,0,0.6
141, Alexander Mattison,11,DEN,W 27-23,3,5,0,0,0,0,0,0.5
142, Dalvin Cook,13,at SEA,L 30-37,9,29,1,4,3,35,0,12.4
143, Alexander Mattison,13,at SEA,L 30-37,4,22,0,5,4,51,0,7.3
144, C.J. Ham,13,at SEA,L 30-37,0,0,0,2,2,42,0,4.2
145, Dalvin Cook,14,DET,W 20-7,18,62,1,2,2,13,0,13.5
146, Alexander Mattison,14,DET,W 20-7,14,46,0,2,2,18,0,6.4
147, C.J. Ham,14,DET,W 20-7,1,0,0,1,1,25,0,2.5
148, Mike Boone,14,DET,W 20-7,5,13,0,0,0,0,0,1.3
149, Ameer Abdullah,14,DET,W 20-7,0,0,0,1,1,2,0,0.2
150, Mike Boone,15,at LAC,W 39-10,13,56,2,0,0,0,0,17.6
151, Dalvin Cook,15,at LAC,W 39-10,9,27,0,3,3,16,0,4.3
152, Ameer Abdullah,15,at LAC,W 39-10,5,25,0,2,0,0,0,2.5
153, C.J. Ham,15,at LAC,W 39-10,1,5,0,3,3,13,0,1.8
154, Ameer Abdullah,16,GB,L 10-23,4,27,0,7,6,31,0,5.8
155, Mike Boone,16,GB,L 10-23,11,28,0,1,1,5,0,3.3
156, C.J. Ham,16,GB,L 10-23,0,0,0,4,2,12,0,1.2
157, Mike Boone,17,CHI,L 19-21,17,148,1,3,2,12,0,22.0
158, Ameer Abdullah,17,CHI,L 19-21,6,22,0,4,3,14,0,3.6
159, C.J. Ham,17,CHI,L 19-21,2,4,0,1,0,0,0,0.4
160, Aaron Jones,1,at CHI,W 10-3,13,39,0,1,1,0,0,3.9
161, Jamaal Williams,1,at CHI,W 10-3,5,0,0,2,2,15,0,1.5
162, Aaron Jones,2,MIN,W 21-16,23,116,1,6,4,34,0,21.0
163, Jamaal Williams,2,MIN,W 21-16,9,28,0,4,3,13,1,10.1
164, Aaron Jones,3,DEN,W 27-16,10,19,2,1,1,4,0,14.3
165, Jamaal Williams,3,DEN,W 27-16,12,59,0,2,2,27,0,8.6
166, Dan Vitale,3,DEN,W 27-16,0,0,0,1,1,27,0,2.7
167, Aaron Jones,4,PHI,L 27-34,13,21,1,7,6,37,0,11.8
168, Dan Vitale,4,PHI,L 27-34,1,3,0,3,2,15,0,1.8
169, Jamaal Williams,4,PHI,L 27-34,0,0,0,1,1,0,0,0.0
170, Aaron Jones,5,at DAL,W 34-24,19,107,4,8,7,75,0,42.2
171, Tra Carson,5,at DAL,W 34-24,6,14,0,4,4,18,0,3.2
172, Dan Vitale,5,at DAL,W 34-24,0,0,0,1,1,9,0,0.9
173, Jamaal Williams,6,DET,W 23-22,14,104,0,5,4,32,1,19.6
174, Aaron Jones,6,DET,W 23-22,11,47,0,7,4,13,0,6.0
175, Aaron Jones,7,LV,W 42-24,12,50,0,4,4,33,1,14.3
176, Jamaal Williams,7,LV,W 42-24,3,5,0,5,4,26,1,9.1
177, Dan Vitale,7,LV,W 42-24,0,0,0,2,2,43,0,4.3
178, Dexter Williams,7,LV,W 42-24,3,2,0,0,0,0,0,0.2
179, Aaron Jones,8,at KC,W 31-24,13,67,0,8,7,159,2,34.6
180, Jamaal Williams,8,at KC,W 31-24,7,22,1,3,3,14,1,15.6
181, Jamaal Williams,9,at LAC,L 11-26,2,10,0,6,6,39,1,10.9
182, Aaron Jones,9,at LAC,L 11-26,8,30,0,3,1,-1,0,2.9
183, Aaron Jones,10,CAR,W 24-16,13,93,3,0,0,0,0,27.3
184, Jamaal Williams,10,CAR,W 24-16,13,63,0,1,0,0,0,6.3
185, Dan Vitale,10,CAR,W 24-16,0,0,0,1,0,0,0,0.0
186, Jamaal Williams,12,at SF,L 8-37,11,45,0,8,7,35,0,8.0
187, Aaron Jones,12,at SF,L 8-37,13,38,0,1,0,0,0,3.8
188, Dan Vitale,12,at SF,L 8-37,0,0,0,1,1,3,0,0.3
189, Jamaal Williams,13,at NYG,W 31-13,10,41,0,4,4,26,0,6.7
190, Aaron Jones,13,at NYG,W 31-13,11,18,0,6,4,13,0,3.1
191, Dan Vitale,13,at NYG,W 31-13,0,0,0,1,0,0,0,0.0
192, Aaron Jones,14,WAS,W 20-15,16,134,1,7,6,58,0,25.2
193, Jamaal Williams,14,WAS,W 20-15,7,24,0,1,0,0,0,2.4
194, Dan Vitale,14,WAS,W 20-15,0,0,0,1,0,0,0,0.0
195, Aaron Jones,15,CHI,W 21-13,13,51,2,0,0,0,0,17.1
196, Jamaal Williams,15,CHI,W 21-13,8,26,0,1,1,7,0,3.3
197, Aaron Jones,16,at MIN,W 23-10,23,154,2,3,2,6,0,28.0
198, Jamaal Williams,16,at MIN,W 23-10,6,33,0,2,2,19,0,5.2
199, Tyler Ervin,16,at MIN,W 23-10,0,0,0,1,1,6,0,0.6
200, Dan Vitale,16,at MIN,W 23-10,0,0,0,1,0,0,0,0.0
201, Aaron Jones,17,at DET,W 23-20,25,100,0,6,2,43,0,14.3
202, Tyler Ervin,17,at DET,W 23-20,1,10,0,3,1,5,0,1.5
203, Dexter Williams,17,at DET,W 23-20,2,9,0,0,0,0,0,0.9
204, Rex Burkhead,1,PIT,W 33-3,8,44,0,8,5,41,0,8.5
205, James White,1,PIT,W 33-3,4,26,0,7,5,56,0,8.2
206, Sony Michel,1,PIT,W 33-3,15,14,0,0,0,0,0,1.4
207, Brandon Bolden,1,PIT,W 33-3,1,7,0,0,0,0,0,0.7
208, Sony Michel,2,at MIA,W 43-0,21,83,1,0,0,0,0,14.3
209, James White,2,at MIA,W 43-0,3,10,0,4,3,19,1,8.9
210, Rex Burkhead,2,at MIA,W 43-0,5,21,0,2,2,47,0,6.8
211, James Develin,2,at MIA,W 43-0,2,3,0,0,0,0,0,0.3
212, Rex Burkhead,3,NYJ,W 30-14,11,47,1,7,6,22,0,12.9
213, Sony Michel,3,NYJ,W 30-14,9,11,1,1,0,0,0,7.1
214, Brandon Bolden,3,NYJ,W 30-14,2,-2,0,3,2,21,0,1.9
215, Brandon Bolden,4,at BUF,W 16-10,1,4,1,0,0,0,0,6.4
216, Sony Michel,4,at BUF,W 16-10,17,63,0,0,0,0,0,6.3
217, James White,4,at BUF,W 16-10,1,1,0,10,8,57,0,5.8
218, Rex Burkhead,4,at BUF,W 16-10,0,0,0,1,1,7,0,0.7
219, Sony Michel,5,at WAS,W 33-7,16,91,1,3,3,32,0,18.3
220, Brandon Bolden,5,at WAS,W 33-7,5,13,0,1,1,29,1,10.2
221, James White,5,at WAS,W 33-7,6,26,0,9,6,46,0,7.2
222, Jakob Johnson,5,at WAS,W 33-7,0,0,0,2,1,5,0,0.5
223, Sony Michel,6,NYG,W 35-14,22,86,0,3,2,27,0,11.3
224, Brandon Bolden,6,NYG,W 35-14,3,23,1,2,2,22,0,10.5
225, James White,6,NYG,W 35-14,2,-1,0,9,9,46,0,4.5
226, Sony Michel,7,at NYJ,W 33-0,19,42,3,2,1,-8,0,21.4
227, James White,7,at NYJ,W 33-0,5,0,0,8,7,59,0,5.9
228, Brandon Bolden,7,at NYJ,W 33-0,1,2,0,4,4,39,0,4.1
229, Damien Harris,7,at NYJ,W 33-0,4,12,0,0,0,0,0,1.2
230, James White,8,CLE,W 27-13,2,4,0,5,4,75,0,7.9
231, Sony Michel,8,CLE,W 27-13,21,74,0,0,0,0,0,7.4
232, Rex Burkhead,8,CLE,W 27-13,3,4,0,1,1,9,0,1.3
233, Brandon Bolden,8,CLE,W 27-13,0,0,0,1,0,0,0,0.0
234, James White,9,at BAL,L 20-37,9,38,1,3,2,46,0,14.4
235, Rex Burkhead,9,at BAL,L 20-37,4,18,0,2,1,16,0,3.4
236, Sony Michel,9,at BAL,L 20-37,4,18,0,2,1,12,0,3.0
237, Rex Burkhead,11,at PHI,W 17-10,5,14,0,3,2,34,0,4.8
238, Sony Michel,11,at PHI,W 17-10,10,33,0,4,2,11,0,4.4
239, James White,11,at PHI,W 17-10,5,20,0,7,4,16,0,3.6
240, Sony Michel,12,DAL,W 13-9,20,85,0,0,0,0,0,8.5
241, Rex Burkhead,12,DAL,W 13-9,2,3,0,5,2,14,0,1.7
242, Brandon Bolden,12,DAL,W 13-9,1,11,0,0,0,0,0,1.1
243, James White,12,DAL,W 13-9,2,5,0,3,1,-6,0,-0.1
244, James White,13,at HOU,L 22-28,14,79,0,11,8,98,2,29.7
245, Sony Michel,13,at HOU,L 22-28,10,45,0,0,0,0,0,4.5
246, Rex Burkhead,13,at HOU,L 22-28,3,15,0,1,0,0,0,1.5
247, Brandon Bolden,14,KC,L 16-23,1,10,1,0,0,0,0,7.0
248, James White,14,KC,L 16-23,6,33,0,7,5,27,0,6.0
249, Rex Burkhead,14,KC,L 16-23,7,15,0,1,0,0,0,1.5
250, Sony Michel,14,KC,L 16-23,5,8,0,1,1,1,0,0.9
251, James White,15,at CIN,W 34-13,3,13,0,4,3,49,1,12.2
252, Rex Burkhead,15,at CIN,W 34-13,6,53,1,2,2,6,0,11.9
253, Sony Michel,15,at CIN,W 34-13,19,89,0,2,1,14,0,10.3
254, Rex Burkhead,16,BUF,W 24-17,5,20,1,4,4,77,0,15.7
255, Sony Michel,16,BUF,W 24-17,21,96,0,2,1,5,0,10.1
256, James White,16,BUF,W 24-17,3,5,0,5,4,24,0,2.9
257, Sony Michel,17,MIA,L 24-27,18,74,1,0,0,0,0,13.4
258, James White,17,MIA,L 24-27,2,4,0,3,3,33,1,9.7
259, Rex Burkhead,17,MIA,L 24-27,6,48,0,1,1,6,0,5.4
260, Christian McCaffrey,1,LAR,L 27-30,19,128,2,11,10,81,0,32.9
261, Alex Armah,1,LAR,L 27-30,1,1,1,0,0,0,0,6.1
262, Christian McCaffrey,2,TB,L 14-20,16,37,0,6,2,16,0,5.3
263, Christian McCaffrey,3,at ARI,W 38-20,24,153,1,4,3,35,0,24.8
264, Alex Armah,3,at ARI,W 38-20,1,4,0,1,1,2,0,0.6
265, Reggie Bonnafon,3,at ARI,W 38-20,2,5,0,0,0,0,0,0.5
266, Christian McCaffrey,4,at HOU,W 16-10,27,93,1,10,10,86,0,23.9
267, Christian McCaffrey,5,JAC,W 34-27,19,176,2,8,6,61,1,41.7
268, Reggie Bonnafon,5,JAC,W 34-27,5,80,1,0,0,0,0,14.0
269, Alex Armah,5,JAC,W 34-27,0,0,0,1,1,4,0,0.4
270, Christian McCaffrey,6,at TB,W 37-26,22,31,1,5,4,26,1,17.7
271, Alex Armah,6,at TB,W 37-26,2,4,0,0,0,0,0,0.4
272, Christian McCaffrey,8,at SF,L 13-51,14,117,1,5,4,38,0,21.5
273, Jordan Scarlett,8,at SF,L 13-51,4,9,0,0,0,0,0,0.9
274, Reggie Bonnafon,8,at SF,L 13-51,1,4,0,3,1,3,0,0.7
275, Christian McCaffrey,9,TEN,W 30-20,24,146,2,3,3,20,1,34.6
276, Reggie Bonnafon,9,TEN,W 30-20,3,6,0,1,1,7,0,1.3
277, Christian McCaffrey,10,at GB,L 16-24,20,108,1,7,6,33,0,20.1
278, Christian McCaffrey,11,ATL,L 3-29,14,70,0,14,11,121,0,19.1
279, Reggie Bonnafon,11,ATL,L 3-29,0,0,0,3,2,8,0,0.8
280, Christian McCaffrey,12,at NO,L 31-34,22,64,1,9,9,69,1,25.3
281, Alex Armah,12,at NO,L 31-34,1,0,0,0,0,0,0,0.0
282, Christian McCaffrey,13,WAS,L 21-29,14,44,0,13,7,58,0,10.2
283, Alex Armah,13,WAS,L 21-29,1,2,0,0,0,0,0,0.2
284, Christian McCaffrey,14,at ATL,L 20-40,11,53,0,12,11,82,0,13.5
285, Reggie Bonnafon,14,at ATL,L 20-40,1,6,0,0,0,0,0,0.6
286, Christian McCaffrey,15,SEA,L 24-30,19,87,2,10,8,88,0,29.5
287, Christian McCaffrey,16,at IND,L 6-38,13,54,0,15,15,119,0,17.3
288, Reggie Bonnafon,16,at IND,L 6-38,2,12,0,0,0,0,0,1.2
289, Christian McCaffrey,17,NO,L 10-42,9,26,1,10,7,72,0,15.8
290, Reggie Bonnafon,17,NO,L 10-42,2,3,0,2,2,39,0,4.2
291, Mike Davis,17,NO,L 10-42,2,2,0,0,0,0,0,0.2
292,Darren Sproles,1,WAS,W 32-27,9,47,0,3,3,16,0,6.3
293, Jordan Howard,1,WAS,W 32-27,6,44,0,3,2,11,0,5.5
294, Miles Sanders,1,WAS,W 32-27,11,25,0,2,1,2,0,2.7
295, Miles Sanders,2,at ATL,L 20-24,10,28,0,4,3,9,0,3.7
296, Jordan Howard,2,at ATL,L 20-24,8,18,0,1,1,8,0,2.6
297, Darren Sproles,2,at ATL,L 20-24,0,0,0,3,2,5,0,0.5
298, Corey Clement,2,at ATL,L 20-24,0,0,0,0,0,0,0,0.0
299, Miles Sanders,3,DET,L 24-27,13,53,0,4,2,73,0,12.6
300, Jordan Howard,3,DET,L 24-27,11,37,1,1,0,0,0,9.7
301, Darren Sproles,3,DET,L 24-27,2,4,0,1,0,0,0,0.4
302, Jordan Howard,4,at GB,W 34-27,15,87,2,4,3,28,1,29.5
303, Miles Sanders,4,at GB,W 34-27,11,72,0,0,0,0,0,7.2
304, Darren Sproles,4,at GB,W 34-27,1,4,0,0,0,0,0,0.4
305, Jordan Howard,5,NYJ,W 31-6,13,62,1,0,0,0,0,12.2
306, Miles Sanders,5,NYJ,W 31-6,9,15,0,5,4,49,0,6.4
307, Darren Sproles,5,NYJ,W 31-6,3,4,0,1,0,0,0,0.4
308, Corey Clement,5,NYJ,W 31-6,0,0,0,0,0,0,0,0.0
309, Miles Sanders,6,at MIN,L 20-38,3,6,0,3,3,86,1,15.2
310, Jordan Howard,6,at MIN,L 20-38,13,49,0,0,0,0,0,4.9
311, Boston Scott,6,at MIN,L 20-38,4,30,0,0,0,0,0,3.0
312, Jordan Howard,7,at DAL,L 10-37,11,50,0,2,2,6,0,5.6
313, Boston Scott,7,at DAL,L 10-37,7,32,0,1,1,5,0,3.7
314, Miles Sanders,7,at DAL,L 10-37,6,21,0,3,3,11,0,3.2
315, Miles Sanders,8,at BUF,W 31-13,3,74,1,3,3,44,0,17.8
316, Jordan Howard,8,at BUF,W 31-13,23,96,1,2,1,15,0,17.1
317, Boston Scott,8,at BUF,W 31-13,5,6,1,0,0,0,0,6.6
318, Jordan Howard,9,CHI,W 22-14,19,82,1,1,1,1,0,14.3
319, Miles Sanders,9,CHI,W 22-14,10,42,0,3,3,31,0,7.3
320, Darren Sproles,9,CHI,W 22-14,2,7,0,2,1,3,0,1.0
321, Miles Sanders,11,NE,L 10-17,11,38,0,4,2,9,0,4.7
322, Boston Scott,11,NE,L 10-17,7,26,0,0,0,0,0,2.6
323, Miles Sanders,12,SEA,L 9-17,12,63,0,5,3,23,0,8.6
324, Jay Ajayi,12,SEA,L 9-17,6,16,0,0,0,0,0,1.6
325, Miles Sanders,13,at MIA,L 31-37,17,83,0,5,5,22,1,16.5
326, Jay Ajayi,13,at MIA,L 31-37,2,9,0,0,0,0,0,0.9
327, Boston Scott,14,NYG,W 23-17,10,59,1,6,6,69,0,18.8
328, Miles Sanders,14,NYG,W 23-17,15,45,0,5,4,24,0,6.9
329, Jay Ajayi,14,NYG,W 23-17,2,5,0,1,0,0,0,0.5
330, Miles Sanders,15,at WAS,W 37-27,19,122,1,6,6,50,1,29.2
331, Boston Scott,15,at WAS,W 37-27,6,26,0,7,7,39,0,6.5
332, Miles Sanders,16,DAL,W 17-9,20,79,1,6,5,77,0,21.6
333, Boston Scott,16,DAL,W 17-9,3,12,0,6,6,7,0,1.9
334, Boston Scott,17,at NYG,W 34-17,19,54,3,6,4,84,0,31.8
335, Miles Sanders,17,at NYG,W 34-17,9,52,0,5,3,-1,0,5.1
336, Mark Ingram,1,at MIA,W 59-10,14,107,2,0,0,0,0,22.7
337, Patrick Ricard,1,at MIA,W 59-10,0,0,0,1,1,1,1,6.1
338, Gus Edwards,1,at MIA,W 59-10,17,56,0,0,0,0,0,5.6
339, Justice Hill,1,at MIA,W 59-10,7,27,0,0,0,0,0,2.7
340, Mark Ingram,2,ARI,W 23-17,13,47,0,2,2,30,0,7.7
341, Justice Hill,2,ARI,W 23-17,1,4,0,2,1,10,0,1.4
